"GEO_ID","NAME","B01003_001E","B01003_001M"
"1600000US0647472","Milford CDP, California","181","181"
"1600000US0648816","Montebello city, California","63099","94"
"1600000US0619416","Dobbins CDP, California","662","414"
"1600000US0603204","Auburn city, California","13946","42"
"1600000US0609318","Butte Meadows CDP, California","53","86"
"1600000US0639248","Laguna Niguel city, California","65652","69"
"1600000US0637106","Jamestown CDP, California","2687","422"
"1600000US0653070","Oakley city, California","40669","50"
"1600000US0645414","Manila CDP, California","834","124"
"1600000US0651622","Norris Canyon CDP, California","987","202"
"1600000US0647013","Mesa CDP, California","317","69"
"1600000US0669182","Santa Margarita CDP, California","1252","555"
"1600000US0683494","Warner Valley CDP, California","0","12"
"1600000US0606982","Black Point-Green Point CDP, California","1655","242"
"1600000US0668308","San Pasqual CDP, California","1932","127"
"1600000US0612412","Centerville CDP, California","366","190"
"1600000US0678288","Terra Bella CDP, California","3304","508"
"1600000US0649684","Mountain View Acres CDP, California","4260","1159"
"1600000US0625296","Fortuna city, California","12117","33"
"1600000US0675315","Strawberry CDP (Marin County), California","5759","394"
"1600000US0632506","Hawaiian Gardens city, California","14411","30"
"1600000US0620284","Dustin Acres CDP, California","590","169"
"1600000US0639178","Laguna Beach city, California","23147","41"
"1600000US0603512","Baker CDP, California","607","161"
"1600000US0613364","Chualar CDP, California","1442","385"
"1600000US0627014","Friant CDP, California","548","197"
"1600000US0600156","Acampo CDP, California","294","244"
"1600000US0665042","San Buenaventura (Ventura) city, California","110234","73"
"1600000US0603302","Avenal city, California","12923","25"
"1600000US0622622","Empire CDP, California","3667","396"
"1600000US0601640","American Canyon city, California","20306","45"
"1600000US0602000","Anaheim city, California","349668","82"
"1600000US0611418","Carnelian Bay CDP, California","463","163"
"1600000US0684921","West Whittier-Los Nietos CDP, California","27144","1098"
"1600000US0632548","Hawthorne city, California","87370","52"
"1600000US0609780","California City city, California","13646","28"
"1600000US0647710","Mill Valley city, California","14343","23"
"1600000US0644770","McClenney Tract CDP, California","41","43"
"1600000US0630938","Greenacres CDP, California","5757","750"
"1600000US0640426","Larkfield-Wikiup CDP, California","8926","816"
"1600000US0642566","London CDP, California","1854","225"
"1600000US0681869","Valley Ranch CDP, California","10","15"
"1600000US0638604","Kingvale CDP, California","73","87"
"1600000US0658814","Proberta CDP, California","165","170"
"1600000US0600786","Alderpoint CDP, California","157","125"
"1600000US0685614","Willowbrook CDP, California","22402","1208"
"1600000US0651280","Nicasio CDP, California","106","58"
"1600000US0617078","Cressey CDP, California","356","123"
"1600000US0627190","Fuller Acres CDP, California","841","289"
"1600000US0614260","Coachella city, California","44849","39"
"1600000US0656196","Paynes Creek CDP, California","53","52"
"1600000US0681344","Upland city, California","76382","39"
"1600000US0633518","Hidden Hills city, California","1634","249"
"1600000US0643140","Loomis town, California","6753","26"
"1600000US0636434","Indian Wells city, California","5317","26"
"1600000US0645386","Manchester CDP, California","199","104"
"1600000US0600898","Alhambra Valley CDP, California","739","251"
"1600000US0680812","Turlock city, California","72335","61"
"1600000US0623350","Fairview CDP, California","10299","640"
"1600000US0609353","Bystrom CDP, California","4099","472"
"1600000US0666140","San Fernando city, California","24585","24"
"1600000US0644399","Lucas Valley-Marinwood CDP, California","6841","327"
"1600000US0644574","Lynwood city, California","71022","40"
"1600000US0668028","San Juan Capistrano city, California","35952","47"
"1600000US0600716","Albion CDP, California","302","117"
"1600000US0604716","Bear Valley CDP (Alpine County), California","58","42"
"1600000US0621026","East Quincy CDP, California","2622","482"
"1600000US0640312","La Porte CDP, California","0","12"
"1600000US0682422","Vernon city, California","90","37"
"1600000US0682996","Vista city, California","100108","110"
"1600000US0680994","Twentynine Palms city, California","26109","36"
"1600000US0626056","French Gulch CDP, California","441","90"
"1600000US0609122","Burney CDP, California","3807","441"
"1600000US0663106","Rough and Ready CDP, California","828","372"
"1600000US0663316","Running Springs CDP, California","4296","623"
"1600000US0646870","Menlo Park city, California","33869","52"
"1600000US0637484","Johnstonville CDP, California","1185","237"
"1600000US0601150","Alondra Park CDP, California","8097","914"
"1600000US0610256","Cameron Park CDP, California","19902","920"
"1600000US0682590","Victorville city, California","121861","78"
"1600000US0655156","Palmdale city, California","156904","63"
"1600000US0685012","Wheatland city, California","3747","21"
"1600000US0660704","Ridgecrest city, California","28736","67"
"1600000US0649180","Morada CDP, California","4068","1310"
"1600000US0670770","Sebastopol city, California","7666","36"
"1600000US0603526","Bakersfield city, California","375699","120"
"1600000US0630476","Goshen CDP, California","3316","626"
"1600000US0656294","Pearsonville CDP, California","29","32"
"1600000US0652302","North Shore CDP, California","2892","676"
"1600000US0659346","Ramona CDP, California","20260","1283"
"1600000US0600212","Acton CDP, California","7185","512"
"1600000US0614890","Colton city, California","54415","53"
"1600000US0667112","San Jacinto city, California","47474","49"
"1600000US0640354","La Quinta city, California","40704","48"
"1600000US0618153","Day Valley CDP, California","3439","522"
"1600000US0658478","Potrero CDP, California","625","416"
"1600000US0619794","Downieville CDP, California","114","88"
"1600000US0645232","Malaga CDP, California","1337","278"
"1600000US0669112","Santa Cruz city, California","64273","36"
"1600000US0624092","Fillmore city, California","15598","34"
"1600000US0665112","Sand City city, California","318","85"
"1600000US0657260","Pine Valley CDP, California","1669","315"
"1600000US0673690","Spring Valley CDP (Lake County), California","1081","291"
"1600000US0654092","Orangevale CDP, California","34757","1087"
"1600000US0637582","Julian CDP, California","930","236"
"1600000US0654274","Orland city, California","7541","34"
"1600000US0662000","Riverside city, California","323935","138"
"1600000US0638065","Kennedy CDP, California","3665","696"
"1600000US0614708","Collierville CDP, California","2642","883"
"1600000US0612860","Cherokee Strip CDP, California","191","118"
"1600000US0681736","Valley Center CDP, California","9059","843"
"1600000US0643294","Los Altos Hills town, California","8517","50"
"1600000US0602042","Anderson city, California","10265","34"
"1600000US0686216","Woodacre CDP, California","1303","272"
"1600000US0658296","Port Hueneme city, California","22215","33"
"1600000US0617022","Crescent City city, California","6681","24"
"1600000US0653505","Old Fig Garden CDP, California","5529","605"
"1600000US0619024","Desert Shores CDP, California","619","273"
"1600000US0685684","Willows city, California","6022","24"
"1600000US0659896","Red Corral CDP, California","1930","496"
"1600000US0686832","Yorba Linda city, California","67815","100"
"1600000US0633633","Highlands-Baywood Park CDP, California","4564","322"
"1600000US0659962","Redlands city, California","71012","35"
"1600000US0687056","Yucca Valley town, California","21543","28"
"1600000US0651140","Newman city, California","11119","26"
"1600000US0649488","Moss Landing CDP, California","61","70"
"1600000US0639486","Lake Elsinore city, California","64037","108"
"1600000US0662700","Rollingwood CDP, California","3110","376"
"1600000US0653000","Oakland city, California","421042","74"
"1600000US0622846","Esparto CDP, California","3783","652"
"1600000US0657526","Placentia city, California","52049","55"
"1600000US0620598","East Foothills CDP, California","6278","638"
"1600000US0644364","Loyalton city, California","1149","192"
"1600000US0616434","Corralitos CDP, California","2381","464"
"1600000US0675154","Stonyford CDP, California","136","61"
"1600000US0636294","Imperial Beach city, California","27290","42"
"1600000US0648448","Mohawk Vista CDP, California","63","56"
"1600000US0655282","Palo Alto city, California","67019","67"
"1600000US0670712","Sea Ranch CDP, California","1161","189"
"1600000US0632044","Harbison Canyon CDP, California","4223","452"
"1600000US0684438","Westlake Village city, California","8424","24"
"1600000US0603205","Auburn Lake Trails CDP, California","3499","479"
"1600000US0686230","Woodbridge CDP, California","3865","346"
"1600000US0620802","East Los Angeles CDP, California","119827","2021"
"1600000US0624008","Fieldbrook CDP, California","921","126"
"1600000US0639460","Lake California CDP, California","3281","524"
"1600000US0607525","Bootjack CDP, California","768","348"
"1600000US0683085","Vista Santa Rosa CDP, California","2967","599"
"1600000US0632156","Hardwick CDP, California","30","26"
"1600000US0653714","Olivehurst CDP, California","13309","983"
"1600000US0654232","Orinda city, California","19431","46"
"1600000US0664140","St. Helena city, California","6079","26"
"1600000US0603666","Baldwin Park city, California","76222","70"
"1600000US0631162","Greenville CDP, California","1108","318"
"1600000US0681925","Valley Wells CDP, California","0","12"
"1600000US0623910","Ferndale city, California","1365","213"
"1600000US0619406","Dixon Lane-Meadow Creek CDP, California","2760","271"
"1600000US0625030","Fort Bidwell CDP, California","181","72"
"1600000US0625436","Fowler city, California","6364","24"
"1600000US0641142","Lemon Hill CDP, California","14096","1024"
"1600000US0607498","Bonsall CDP, California","4464","330"
"1600000US0613756","Claremont city, California","36025","74"
"1600000US0685222","Whitley Gardens CDP, California","164","138"
"1600000US0653294","Oceano CDP, California","7678","672"
"1600000US0644042","Los Berros CDP, California","541","369"
"1600000US0636882","Isleton city, California","583","126"
"1600000US0624897","Forest Meadows CDP, California","1516","354"
"1600000US0619724","Douglas City CDP, California","668","160"
"1600000US0618394","Delano city, California","52713","41"
"1600000US0610508","Campo CDP, California","3482","802"
"1600000US0623826","Felton CDP, California","3810","472"
"1600000US0622034","Elkhorn CDP, California","1151","271"
"1600000US0678336","Teviston CDP, California","1027","434"
"1600000US0639003","La CaÃ±ada Flintridge city, California","20374","42"
"1600000US0670742","Seaside city, California","34077","74"
"1600000US0677784","Talmage CDP, California","921","236"
"1600000US0664224","Salinas city, California","156550","84"
"1600000US0645120","Magalia CDP, California","12671","806"
"1600000US0609346","Byron CDP, California","1348","233"
"1600000US0607260","Bodega Bay CDP, California","733","252"
"1600000US0640592","Las Lomas CDP, California","3755","1085"
"1600000US0624568","Flournoy CDP, California","171","79"
"1600000US0680882","Tuttle CDP, California","63","79"
"1600000US0682954","Visalia city, California","131066","61"
"1600000US0617918","Daly City city, California","106638","83"
"1600000US0678638","Three Rivers CDP, California","2397","329"
"1600000US0636672","Ione city, California","7439","21"
"1600000US0673815","Squirrel Mountain Valley CDP, California","1159","387"
"1600000US0613910","Clear Creek CDP, California","226","155"
"1600000US0651182","Newport Beach city, California","86280","74"
"1600000US0620228","Dunnigan CDP, California","1278","342"
"1600000US0645050","Madera Acres CDP, California","9946","968"
"1600000US0616462","Corte Madera town, California","9866","25"
"1600000US0653980","Orange city, California","139873","126"
"1600000US0610345","Campbell city, California","42470","60"
"1600000US0673906","Stanford CDP, California","15668","903"
"1600000US0612612","Challenge-Brownsville CDP, California","864","372"
"1600000US0606210","Bethel Island CDP, California","2010","443"
"1600000US0620942","East Orosi CDP, California","955","396"
"1600000US0639472","Lake City CDP, California","59","47"
"1600000US0606308","Beverly Hills city, California","34362","35"
"1600000US0677960","Tarpey Village CDP, California","3390","622"
"1600000US0603344","Avocado Heights CDP, California","15903","795"
"1600000US0659444","Rancho Cordova city, California","72056","46"
"1600000US0639645","Lake Mathews CDP, California","6848","1013"
"1600000US0673430","South Whittier CDP, California","60096","1709"
"1600000US0678932","Tonyville CDP, California","881","496"
"1600000US0686380","Woodlands CDP, California","1743","393"
"1600000US0675000","Stockton city, California","306283","98"
"1600000US0602896","Artesia city, California","16817","40"
"1600000US0675592","Sugarloaf Saw Mill CDP, California","0","12"
"1600000US0620697","East Hemet CDP, California","20679","977"
"1600000US0617274","Crockett CDP, California","3094","341"
"1600000US0618506","Del Mar city, California","4340","17"
"1600000US0681204","Union City city, California","74601","47"
"1600000US0619052","Desert View Highlands CDP, California","2496","518"
"1600000US0617428","Crows Landing CDP, California","278","147"
"1600000US0684345","West Goshen CDP, California","567","406"
"1600000US0656826","Phelan CDP, California","15532","1264"
"1600000US0619654","Dos Palos Y CDP, California","242","115"
"1600000US0621210","East Tulare Villa CDP, California","980","263"
"1600000US0608240","Bridgeport CDP, California","464","261"
"1600000US0661124","River Pines CDP, California","607","410"
"1600000US0604856","Belden CDP, California","0","12"
"1600000US0657134","Pine Flat CDP, California","149","68"
"1600000US0640830","La Verne city, California","32358","59"
"1600000US0686734","Yettem CDP, California","441","408"
"1600000US0616630","Cottonwood CDP, California","3289","631"
"1600000US0677574","Taft city, California","9307","24"
"1600000US0608716","Buck Meadows CDP, California","51","56"
"1600000US0673868","Stallion Springs CDP, California","3625","826"
"1600000US0684550","Westminster city, California","91417","69"
"1600000US0673554","Spaulding CDP, California","110","53"
"1600000US0614274","Coalinga city, California","16538","34"
"1600000US0622300","El Paso de Robles (Paso Robles) city, California","31656","38"
"1600000US0637692","Jurupa Valley city, California","103784","52"
"1600000US0652379","North Tustin CDP, California","24736","1147"
"1600000US0630028","Glen Ellen CDP, California","727","237"
"1600000US0612916","Cherry Valley CDP, California","7755","698"
"1600000US0618982","Desert Center CDP, California","264","139"
"1600000US0661106","Riverdale Park CDP, California","1301","485"
"1600000US0642006","Livingston city, California","13997","29"
"1600000US0680763","Tuolumne City CDP, California","1577","496"
"1600000US0636452","Indio Hills CDP, California","708","325"
"1600000US0616000","Concord city, California","128758","75"
"1600000US0619192","Diamond Bar city, California","56434","47"
"1600000US0607512","Boonville CDP, California","852","196"
"1600000US0653182","Oak View CDP, California","4720","493"
"1600000US0631540","Guinda CDP, California","175","219"
"1600000US0641110","Lemon Cove CDP, California","267","117"
"1600000US0602553","Arden-Arcade CDP, California","100548","1907"
"1600000US0675596","Sugarloaf Village CDP, California","10","11"
"1600000US0605276","Bend CDP, California","457","163"
"1600000US0672156","Sky Valley CDP, California","2430","452"
"1600000US0648760","Montara CDP, California","2692","567"
"1600000US0684774","West Puente Valley CDP, California","23629","923"
"1600000US0681050","Twin Lakes CDP, California","5642","653"
"1600000US0649796","Mount Hermon CDP, California","998","473"
"1600000US0648648","Monrovia city, California","37006","46"
"1600000US0658240","Porterville city, California","59797","59"
"1600000US0603190","Auberry CDP, California","2476","400"
"1600000US0642146","Lockwood CDP, California","604","286"
"1600000US0630420","Goodyears Bar CDP, California","29","28"
"1600000US0600947","Aliso Viejo city, California","50925","36"
"1600000US0641782","Litchfield CDP, California","178","129"
"1600000US0648602","Mono City CDP, California","98","116"
"1600000US0670798","Seeley CDP, California","1699","397"
"1600000US0609834","California Pines CDP, California","488","233"
"1600000US0644406","Lucerne CDP, California","2956","519"
"1600000US0600394","Agoura Hills city, California","20636","28"
"1600000US0606150","Bertsch-Oceanview CDP, California","2042","318"
"1600000US0659587","Rancho Santa Margarita city, California","48792","66"
"1600000US0602812","Aromas CDP, California","2553","472"
"1600000US0639122","Lafayette city, California","26060","38"
"1600000US0654008","Orange Cove city, California","9564","22"
"1600000US0636364","Indian Falls CDP, California","54","65"
"1600000US0641194","Lenwood CDP, California","3884","907"
"1600000US0614450","Cold Springs CDP (El Dorado County), California","675","243"
"1600000US0670224","Santee city, California","57615","69"
"1600000US0648788","Montclair city, California","38865","89"
"1600000US0624680","Fontana city, California","208943","92"
"1600000US0668364","San Rafael city, California","58939","37"
"1600000US0682086","Vandenberg Village CDP, California","7861","563"
"1600000US0619455","Dollar Point CDP, California","786","228"
"1600000US0683766","Wawona CDP, California","196","124"
"1600000US0653476","Ojai city, California","7555","32"
"1600000US0657070","Pine Canyon CDP, California","2294","470"
"1600000US0639715","Lake Riverside CDP, California","1049","363"
"1600000US0623532","Fall River Mills CDP, California","273","181"
"1600000US0609948","Callender CDP, California","1583","483"
"1600000US0653602","Old Station CDP, California","35","37"
"1600000US0625380","Fountain Valley city, California","56372","49"
"1600000US0672016","Simi Valley city, California","126199","64"
"1600000US0644644","Lytle Creek CDP, California","724","144"
"1600000US0619022","Desert Palms CDP, California","6947","715"
"1600000US0671927","Silverado Resort CDP, California","937","252"
"1600000US0619339","Discovery Bay CDP, California","15981","818"
"1600000US0633000","Hayward city, California","158241","141"
"1600000US0651470","Nipinnawasee CDP, California","319","182"
"1600000US0614406","Coffee Creek CDP, California","186","73"
"1600000US0624498","Florin CDP, California","49132","1604"
"1600000US0658072","Pomona city, California","152494","72"
"1600000US0639836","Lakeview CDP, California","2566","460"
"1600000US0659584","Rancho Santa Fe CDP, California","2591","448"
"1600000US0607848","Boyes Hot Springs CDP, California","7863","956"
"1600000US0624638","Folsom city, California","77007","39"
"1600000US0601651","Amesti CDP, California","2832","315"
"1600000US0638156","Kenwood CDP, California","800","349"
"1600000US0656518","Penn Valley CDP, California","1424","627"
"1600000US0682334","Verdi CDP, California","187","106"
"1600000US0601458","Alum Rock CDP, California","11791","961"
"1600000US0623182","Fairfield city, California","114101","59"
"1600000US0628000","Fullerton city, California","139866","59"
"1600000US0636203","Idyllwild-Pine Cove CDP, California","2459","345"
"1600000US0645932","Mariposa CDP, California","1351","246"
"1600000US0661012","Ripley CDP, California","408","166"
"1600000US0600296","Adelanto city, California","33416","52"
"1600000US0617267","C-Road CDP, California","97","74"
"1600000US0648592","Monmouth CDP, California","103","58"
"1600000US0684385","Westhaven-Moonstone CDP, California","1084","228"
"1600000US0611614","Caruthers CDP, California","2773","521"
"1600000US0676040","Sunny Slopes CDP, California","80","42"
"1600000US0677588","Taft Heights CDP, California","2424","507"
"1600000US0623616","Farmersville city, California","10742","43"
"1600000US0653910","Onyx CDP, California","588","399"
"1600000US0634652","Hopland CDP, California","921","243"
"1600000US0652694","Oakdale city, California","22599","37"
"1600000US0669084","Santa Clara city, California","126209","63"
"1600000US0659115","Rackerby CDP, California","189","97"
"1600000US0628154","Garberville CDP, California","1126","265"
"1600000US0630378","Goleta city, California","30790","63"
"1600000US0630392","Gonzales city, California","8402","36"
"1600000US0654372","Orosi CDP, California","7441","1030"
"1600000US0613182","Chinese Camp CDP, California","206","121"
"1600000US0669088","Santa Clarita city, California","209478","230"
"1600000US0602252","Antioch city, California","110730","129"
"1600000US0647086","Mesa Vista CDP, California","278","107"
"1600000US0639259","Laguna Woods city, California","16228","36"
"1600000US0604415","Bay Point CDP, California","25165","811"
"1600000US0623126","Exeter city, California","10505","28"
"1600000US0646170","Marysville city, California","12282","25"
"1600000US0656756","Pescadero CDP, California","226","132"
"1600000US0623000","Eucalyptus Hills CDP, California","6017","739"
"1600000US0673080","South Gate city, California","95103","88"
"1600000US0668294","San Pablo city, California","30839","116"
"1600000US0630798","Grass Valley city, California","12932","51"
"1600000US0651840","North Fair Oaks CDP, California","14547","795"
"1600000US0638226","Kerman city, California","14649","31"
"1600000US0617988","Danville town, California","44417","65"
"1600000US0609310","Butte Creek Canyon CDP, California","931","273"
"1600000US0663168","Rouse CDP, California","2420","545"
"1600000US0657240","Pine Mountain Club CDP, California","1803","554"
"1600000US0636168","Idlewild CDP, California","0","12"
"1600000US0684928","Westwood CDP, California","1545","379"
"1600000US0640088","Lamont CDP, California","15222","766"
"1600000US0634302","Home Gardens CDP, California","11442","1268"
"1600000US0645358","Mammoth Lakes town, California","8091","16"
"1600000US0644000","Los Angeles city, California","3959657","108"
"1600000US0687090","Zayante CDP, California","939","212"
"1600000US0637120","Jamul CDP, California","5384","497"
"1600000US0681666","Vallejo city, California","120977","65"
"1600000US0653322","Oceanside city, California","175389","60"
"1600000US0684863","Westside CDP, California","182","105"
"1600000US0656924","Pico Rivera city, California","63432","45"
"1600000US0681358","Upper Lake CDP, California","1050","301"
"1600000US0630994","Greenfield city, California","17276","23"
"1600000US0641558","Lincoln Village CDP, California","4768","432"
"1600000US0649278","Morgan Hill city, California","43876","45"
"1600000US0655800","Parkway CDP, California","15885","962"
"1600000US0617568","Culver City city, California","39295","38"
"1600000US0656000","Pasadena city, California","141246","116"
"1600000US0641026","Leggett CDP, California","62","47"
"1600000US0625506","Franklin CDP (Sacramento County), California","117","88"
"1600000US0684780","West Rancho Dominguez CDP, California","22932","1193"
"1600000US0648480","Mokelumne Hill CDP, California","637","411"
"1600000US0613945","Clearlake city, California","15323","28"
"1600000US0621600","Edwards AFB CDP, California","2571","246"
"1600000US0678008","Taylorsville CDP, California","244","255"
"1600000US0677042","Sunol CDP, California","962","220"
"1600000US0630014","Glendora city, California","51773","75"
"1600000US0638772","Knightsen CDP, California","1500","361"
"1600000US0616378","Coronado city, California","23620","32"
"1600000US0621138","East Shore CDP, California","169","123"
"1600000US0618352","Del Aire CDP, California","10065","714"
"1600000US0654806","Pacifica city, California","39065","38"
"1600000US0658191","Poplar-Cotton Center CDP, California","2436","477"
"1600000US0622678","Encinitas city, California","62713","59"
"1600000US0657764","Pleasant Hill city, California","34785","40"
"1600000US0684680","West Park CDP, California","1035","262"
"1600000US0633434","Hesperia city, California","93609","106"
"1600000US0613214","Chino Hills city, California","79298","127"
"1600000US0677924","Tara Hills CDP, California","5405","539"
"1600000US0674130","Stevenson Ranch CDP, California","19364","679"
"1600000US0637918","Keeler CDP, California","15","8"
"1600000US0672954","South Dos Palos CDP, California","1682","654"
"1600000US0641390","Likely CDP, California","0","12"
"1600000US0638044","Kelseyville CDP, California","3332","552"
"1600000US0642384","Loma Mar CDP, California","114","250"
"1600000US0656870","Phoenix Lake CDP, California","4283","651"
"1600000US0622524","Elverta CDP, California","5821","455"
"1600000US0611040","Capitola city, California","10135","20"
"1600000US0684410","West Hollywood city, California","36384","43"
"1600000US0663400","Rutherford CDP, California","72","46"
"1600000US0681652","Vallecito CDP, California","183","100"
"1600000US0639885","Lake Wildwood CDP, California","5208","421"
"1600000US0683542","Wasco city, California","26708","53"
"1600000US0641572","Linda CDP, California","19314","811"
"1600000US0669070","Santa Barbara city, California","91325","74"
"1600000US0604926","Bella Vista CDP, California","2614","292"
"1600000US0613966","Clearlake Oaks CDP, California","2279","428"
"1600000US0642328","Loleta CDP, California","676","252"
"1600000US0611600","Cartago CDP, California","7","10"
"1600000US0618926","Derby Acres CDP, California","380","93"
"1600000US0662938","Roseville city, California","133049","69"
"1600000US0610032","Calwa CDP, California","1974","714"
"1600000US0651042","Newell CDP, California","342","175"
"1600000US0629420","Geyserville CDP, California","928","237"
"1600000US0617727","Cuyama CDP, California","9","11"
"1600000US0644112","Los Gatos town, California","30922","42"
"1600000US0609150","Burnt Ranch CDP, California","338","108"
"1600000US0683108","Volta CDP, California","216","143"
"1600000US0644182","Los Osos CDP, California","16292","673"
"1600000US0606028","Bermuda Dunes CDP, California","6817","726"
"1600000US0611324","Carmel Valley Village CDP, California","4293","668"
"1600000US0676015","Sunnyside-Tahoe City CDP, California","1222","303"
"1600000US0684200","West Covina city, California","107242","81"
"1600000US0611964","Castro Valley CDP, California","63288","1232"
"1600000US0605332","Ben Lomond CDP, California","7071","575"
"1600000US0646400","Mayfair CDP, California","5091","685"
"1600000US0649348","Morongo Valley CDP, California","3262","392"
"1600000US0624022","Fields Landing CDP, California","325","214"
"1600000US0636420","Indianola CDP, California","686","175"
"1600000US0649950","Muir Beach CDP, California","242","85"
"1600000US0659080","Quincy CDP, California","1895","444"
"1600000US0621012","East Porterville CDP, California","6679","870"
"1600000US0600310","Adin CDP, California","201","95"
"1600000US0605262","Benbow CDP, California","161","124"
"1600000US0648928","Monte Rio CDP, California","1156","236"
"1600000US0671000","Sereno del Mar CDP, California","82","51"
"1600000US0638086","Kensington CDP, California","5415","274"
"1600000US0670728","Searles Valley CDP, California","1646","240"
"1600000US0647374","Midpines CDP, California","1396","418"
"1600000US0677308","Sun Village CDP, California","13516","1186"
"1600000US0648844","Montecito CDP, California","8611","593"
"1600000US0677430","Swall Meadows CDP, California","218","73"
"1600000US0640340","La Puente city, California","40268","67"
"1600000US0644140","Los Molinos CDP, California","1845","304"
"1600000US0607974","Bradley CDP, California","107","57"
"1600000US0657456","Pittsburg city, California","70492","52"
"1600000US0648060","Miranda CDP, California","672","301"
"1600000US0655528","Paradise CDP, California","186","88"
"1600000US0678138","Temescal Valley CDP, California","26709","1111"
"1600000US0631883","Hamilton Branch CDP, California","612","100"
"1600000US0602382","Aptos Hills-Larkin Valley CDP, California","1993","418"
"1600000US0640032","La Mirada city, California","48974","58"
"1600000US0672492","Soda Springs CDP, California","21","34"
"1600000US0683094","Volcano CDP, California","44","50"
"1600000US0678666","Tiburon town, California","9151","22"
"1600000US0625488","Franklin CDP (Merced County), California","7314","903"
"1600000US0630693","Granite Bay CDP, California","22439","856"
"1600000US0663134","Round Mountain CDP, California","112","49"
"1600000US0631092","Green Valley CDP (Los Angeles County), California","973","138"
"1600000US0607036","Bloomfield CDP, California","387","158"
"1600000US0654848","Pacific Grove city, California","15567","32"
"1600000US0653224","Oasis CDP, California","3020","418"
"1600000US0664252","Salmon Creek CDP, California","20","30"
"1600000US0611250","Carmel-by-the-Sea city, California","3855","18"
"1600000US0648452","Mojave CDP, California","4230","431"
"1600000US0623042","Eureka city, California","27020","34"
"1600000US0670280","Saratoga city, California","30886","43"
"1600000US0634708","Hornitos CDP, California","61","79"
"1600000US0625534","Frazier Park CDP, California","2570","522"
"1600000US0655728","Parklawn CDP, California","1082","397"
"1600000US0625338","Foster City city, California","33784","38"
"1600000US0670518","Scotia CDP, California","602","232"
"1600000US0637946","Keene CDP, California","313","200"
"1600000US0622328","El Portal CDP, California","268","152"
"1600000US0658030","Pollock Pines CDP, California","6905","634"
"1600000US0655842","Parkwood CDP, California","1853","546"
"1600000US0682667","View Park-Windsor Hills CDP, California","11580","670"
"1600000US0677728","Tahoma CDP, California","867","254"
"1600000US0601416","Alto CDP, California","765","253"
"1600000US0641992","Livermore city, California","89027","39"
"1600000US0678176","Tennant CDP, California","18","17"
"1600000US0662826","Rosamond CDP, California","20028","1193"
"1600000US0630686","Grangeville CDP, California","586","228"
"1600000US0608828","Buena Vista CDP, California","526","218"
"1600000US0671774","Sierra Brooks CDP, California","299","140"
"1600000US0654386","Oroville city, California","19040","67"
"1600000US0649670","Mountain View city, California","80993","44"
"1600000US0655618","Paramount city, California","54776","37"
"1600000US0639670","Lake Nacimiento CDP, California","2884","343"
"1600000US0631246","Grenada CDP, California","477","175"
"1600000US0644420","Lucerne Valley CDP, California","5423","868"
"1600000US0606567","Big Lagoon CDP, California","118","53"
"1600000US0685894","Winchester CDP, California","2931","944"
"1600000US0607218","Blythe city, California","19581","33"
"1600000US0685992","Winter Gardens CDP, California","23088","1316"
"1600000US0664462","San Antonio Heights CDP, California","3034","318"
"1600000US0685292","Whittier city, California","86523","53"
"1600000US0611768","Caspar CDP, California","812","416"
"1600000US0667056","Sanger city, California","24978","28"
"1600000US0651028","New Cuyama CDP, California","763","224"
"1600000US0613784","Clarksburg CDP, California","442","267"
